order_id,customer_id,order_date,total_price
665,676,'2022-02-11 14:49:39',5000
666,650,'2022-08-19 06:09:44',35000
667,141,'2023-09-10 15:49:29',55000
668,535,'2020-07-22 03:25:07',25000
669,500,'2021-06-30 13:44:05',5000
670,263,'2021-06-23 01:53:50',55000
671,706,'2022-03-04 17:22:13',75000
672,753,'2021-12-09 05:56:44',35000
673,293,'2021-07-03 14:13:47',85000
674,859,'2022-02-22 04:07:16',115000
675,271,'2021-12-12 06:21:30',45000
676,613,'2020-07-11 15:49:20',65000
677,398,'2023-09-08 10:58:18',25000
678,704,'2021-11-10 21:36:40',45000
679,677,'2023-06-27 01:00:25',65000
680,56,'2020-11-21 09:49:07',5000
681,822,'2020-03-31 11:45:34',115000
682,259,'2020-01-13 06:04:35',45000
683,768,'2023-09-18 14:12:27',75000
684,777,'2021-03-11 02:57:03',105000
685,507,'2022-11-07 15:35:40',5000
686,461,'2020-06-02 08:46:12',105000
687,14,'2022-03-26 03:02:09',35000
688,94,'2021-02-23 03:41:32',65000
689,486,'2023-05-05 11:08:35',85000
690,396,'2022-05-28 13:55:33',105000
691,146,'2021-12-21 16:38:11',85000
692,115,'2022-03-12 10:20:47',95000
693,98,'2021-07-07 14:03:51',95000
694,119,'2023-06-17 15:13:56',25000
695,233,'2022-02-25 17:26:56',105000
696,538,'2023-12-31 22:29:25',85000
697,313,'2021-12-22 16:56:36',15000
698,407,'2020-10-02 18:33:43',65000
699,546,'2022-05-28 01:06:41',105000
700,580,'2022-04-03 05:08:40',55000
701,224,'2022-04-18 11:52:04',25000
702,926,'2022-07-07 15:18:40',45000
703,146,'2021-05-16 23:47:24',5000
704,832,'2023-09-08 01:54:36',25000
705,39,'2020-09-08 12:42:57',115000
706,792,'2023-11-20 06:50:23',45000
707,400,'2023-11-21 05:07:06',5000
708,194,'2021-04-28 18:52:13',55000
709,719,'2022-11-09 19:35:47',45000
710,236,'2023-04-23 09:01:26',35000
711,583,'2020-04-16 09:57:17',55000
712,712,'2020-06-28 06:41:02',25000
713,437,'2020-06-24 02:01:13',45000
714,479,'2023-08-21 06:41:01',25000
715,307,'2023-02-05 11:20:48',105000
716,448,'2020-10-29 03:09:57',45000
717,287,'2023-01-25 02:21:23',95000
718,125,'2022-05-28 20:47:33',115000
719,231,'2022-01-24 18:53:23',105000
720,606,'2021-02-25 16:17:58',95000
721,77,'2021-12-31 09:01:43',85000
722,437,'2021-06-11 01:28:53',35000
723,625,'2021-01-03 16:22:19',55000
724,665,'2023-07-15 09:41:25',15000
725,678,'2020-08-18 07:19:06',85000
726,986,'2023-07-11 08:47:38',75000
727,218,'2023-07-15 16:19:29',115000
728,712,'2023-02-21 08:45:14',75000
729,411,'2020-09-01 14:29:50',35000
730,234,'2020-08-03 05:53:23',35000
731,358,'2022-07-15 08:44:02',115000
732,738,'2021-11-24 17:15:54',65000
733,472,'2020-05-21 12:06:59',55000
734,812,'2021-02-28 03:10:25',15000
735,240,'2021-12-07 17:03:26',105000
736,494,'2021-01-31 23:45:57',35000
737,794,'2022-11-10 21:38:19',15000
738,941,'2022-05-03 19:19:04',65000
739,525,'2022-05-24 12:33:34',95000
740,277,'2022-02-09 09:25:29',115000
741,648,'2022-06-16 11:56:45',65000
742,643,'2021-02-03 19:35:27',45000
743,594,'2020-12-22 01:56:53',5000
744,651,'2022-09-16 13:33:02',75000
745,770,'2020-09-14 13:14:01',55000
746,521,'2022-01-09 23:33:36',35000
747,948,'2021-11-13 13:55:31',105000
748,533,'2021-12-06 07:57:15',75000
749,602,'2021-11-23 19:25:09',25000
750,906,'2022-06-30 16:19:06',5000
751,377,'2023-08-27 18:42:21',65000
752,27,'2021-11-20 19:41:39',35000
753,794,'2021-07-11 21:57:18',55000
754,994,'2022-10-27 11:12:09',115000
755,282,'2023-06-19 07:40:41',85000
756,50,'2022-09-15 15:08:32',75000
757,304,'2020-07-01 12:16:46',55000
758,775,'2021-04-24 09:19:34',45000
759,568,'2021-07-08 11:21:41',15000
760,366,'2021-06-19 17:08:06',115000
761,608,'2022-07-09 15:24:18',95000
762,212,'2022-04-18 16:17:15',105000
763,786,'2020-08-29 18:40:11',85000
764,13,'2023-10-01 18:47:14',85000
765,697,'2021-04-08 07:11:53',55000
766,790,'2020-12-15 08:11:45',115000
767,988,'2023-01-13 06:36:05',65000
768,537,'2022-04-27 23:38:54',15000
769,653,'2020-10-05 16:53:23',55000
770,632,'2022-05-18 04:15:54',25000
771,430,'2023-09-11 06:06:38',55000
772,912,'2022-07-11 19:59:55',65000
773,411,'2020-03-29 05:21:21',15000
774,972,'2021-10-22 15:56:14',65000
775,155,'2020-07-11 14:11:36',95000
776,158,'2022-02-17 03:48:02',5000
777,473,'2023-02-18 12:30:31',65000
778,467,'2021-08-17 01:55:23',45000
779,49,'2021-10-24 17:05:51',75000
780,70,'2023-10-23 18:27:14',75000
781,828,'2020-06-29 08:01:36',15000
782,175,'2020-03-01 14:39:46',15000
783,296,'2023-06-28 19:45:20',5000
784,273,'2021-01-26 09:24:30',105000
785,809,'2022-08-03 06:26:47',75000
786,938,'2023-11-12 22:24:55',25000
787,97,'2023-10-18 20:51:35',25000
788,122,'2021-06-22 16:43:11',105000
789,58,'2023-12-02 00:21:19',85000
790,982,'2022-02-28 19:47:26',115000
791,171,'2022-09-11 17:37:03',5000
792,170,'2021-03-15 01:00:43',55000
793,291,'2022-06-07 15:04:58',45000
794,789,'2020-02-02 01:13:27',115000
795,811,'2022-06-08 00:27:28',55000
796,717,'2020-05-09 05:03:10',65000
797,286,'2021-01-15 13:01:23',5000
798,704,'2020-01-13 14:12:30',85000
799,602,'2023-11-02 23:18:56',105000
800,263,'2023-05-30 00:22:31',15000
801,584,'2021-01-19 21:33:56',5000
802,12,'2022-09-02 07:22:51',105000
803,784,'2020-08-25 11:37:58',25000
804,52,'2021-08-22 09:52:03',25000
805,15,'2022-01-02 01:56:02',85000
806,694,'2022-01-25 23:29:31',15000
807,505,'2020-02-18 14:17:35',65000
808,513,'2023-09-07 03:40:30',55000
809,179,'2022-06-01 18:10:24',55000
810,495,'2022-04-13 08:46:57',75000
811,718,'2023-07-22 03:35:53',15000
812,516,'2020-04-09 18:38:48',95000
813,145,'2020-10-24 01:05:30',95000
814,642,'2022-05-19 00:54:40',5000
815,718,'2020-11-20 21:19:55',65000
816,465,'2022-02-20 11:09:56',95000
817,856,'2021-05-16 16:02:02',75000
818,70,'2022-12-25 13:04:18',45000
819,275,'2021-04-23 18:29:04',105000
820,279,'2020-08-28 05:58:25',15000
821,389,'2020-01-31 16:58:12',105000
822,956,'2023-03-17 13:02:57',35000
823,354,'2021-03-31 06:52:16',25000
824,584,'2020-02-25 02:17:58',95000
825,330,'2020-10-22 18:03:01',85000
826,695,'2022-08-22 12:25:07',35000
827,201,'2023-09-12 23:16:48',45000
828,595,'2020-05-15 23:19:21',105000
829,621,'2022-12-24 04:40:50',5000
830,664,'2022-06-19 02:02:31',15000
831,794,'2022-11-03 03:10:29',95000
832,991,'2023-06-10 13:17:39',5000
833,451,'2020-08-25 20:41:54',35000
834,595,'2021-06-04 04:12:24',15000
835,702,'2021-08-23 12:12:16',75000
836,164,'2021-05-27 02:42:17',105000
837,380,'2023-08-03 15:02:47',25000
838,910,'2022-05-05 18:33:45',55000
839,759,'2022-06-30 20:32:32',45000
840,668,'2023-01-13 12:50:19',25000
841,393,'2022-03-31 14:38:37',35000
842,937,'2020-07-21 23:50:08',75000
843,748,'2020-01-29 23:29:57',45000
844,982,'2020-01-04 05:04:35',75000
845,120,'2023-09-06 13:29:00',55000
846,245,'2022-09-11 23:29:55',5000
847,990,'2023-02-19 07:30:17',35000
848,125,'2021-10-23 08:27:21',105000
849,44,'2022-03-30 13:53:27',95000
850,694,'2021-10-02 12:59:52',5000
851,467,'2020-06-08 02:46:57',5000
852,719,'2022-11-06 21:46:42',75000
853,180,'2023-06-08 02:26:57',25000
854,571,'2021-09-07 20:51:15',5000
855,725,'2020-11-16 14:47:28',5000
856,179,'2021-05-05 01:17:12',45000
857,481,'2020-07-28 11:51:24',85000
858,941,'2023-03-12 13:05:15',115000
859,988,'2022-10-19 03:04:10',105000
860,738,'2021-12-08 20:50:25',65000
861,136,'2022-02-06 09:51:39',115000
862,678,'2020-05-01 05:58:08',35000
863,124,'2020-10-26 14:58:53',105000
864,105,'2023-09-18 21:50:19',75000
865,994,'2020-07-29 06:32:24',95000
866,296,'2021-10-19 10:05:20',55000
867,693,'2022-07-26 10:55:18',25000
868,208,'2021-05-19 13:24:13',65000
869,856,'2021-02-13 04:02:41',25000
870,425,'2021-09-17 17:05:13',55000
871,544,'2021-02-12 03:58:48',95000
872,745,'2021-07-22 03:22:11',85000
873,593,'2022-03-23 14:33:34',25000
874,923,'2023-09-13 13:09:25',75000
875,265,'2020-04-18 10:05:55',45000
876,207,'2023-07-04 15:18:51',115000
877,933,'2021-05-23 22:35:43',85000
878,248,'2023-05-31 17:13:31',65000
879,556,'2020-02-20 20:30:53',15000
880,495,'2020-02-08 08:54:13',5000
881,448,'2023-02-10 13:46:07',25000
882,341,'2020-03-10 15:11:17',65000
883,458,'2023-04-17 10:32:40',95000
884,637,'2022-11-10 22:05:52',35000
885,193,'2023-02-21 04:46:23',115000
886,212,'2022-09-02 19:24:45',5000
887,113,'2023-04-26 21:29:00',35000
888,754,'2020-10-15 21:04:33',25000
889,598,'2021-11-11 11:19:33',25000
890,785,'2020-01-24 17:03:59',65000
891,22,'2021-05-15 14:17:35',45000
892,618,'2023-03-26 12:20:43',115000
893,968,'2023-10-28 13:54:01',105000
894,610,'2023-03-12 09:44:42',95000
895,45,'2020-01-23 23:19:59',115000
896,564,'2020-06-23 12:15:43',105000
897,435,'2023-11-25 07:38:48',45000
898,407,'2020-03-16 03:55:24',85000
899,692,'2023-06-13 04:11:30',15000
900,380,'2020-08-18 12:21:27',105000
901,489,'2023-03-08 17:05:21',35000
902,620,'2021-09-18 06:49:44',65000
903,139,'2022-04-07 08:26:05',85000
904,267,'2020-04-18 16:21:35',75000
905,809,'2021-10-06 02:36:01',85000
906,363,'2022-08-08 05:11:24',95000
907,583,'2020-05-20 08:15:02',5000
908,278,'2021-12-09 22:58:30',85000
909,382,'2022-04-23 10:42:53',115000
910,440,'2021-09-26 02:00:31',85000
911,119,'2022-04-02 07:23:35',95000
912,613,'2022-11-17 13:36:34',65000
913,585,'2020-03-06 19:18:12',45000
914,199,'2023-01-03 03:48:22',115000
915,374,'2022-10-05 08:54:17',115000
916,121,'2020-11-23 05:39:27',25000
917,46,'2022-05-19 12:52:03',105000
918,810,'2020-11-07 03:26:45',105000
919,116,'2022-05-03 20:57:09',45000
920,118,'2022-09-03 11:00:58',55000
921,362,'2023-05-12 02:47:27',105000
922,153,'2020-08-17 00:36:10',95000
923,52,'2022-10-13 23:38:56',65000
924,86,'2021-04-03 23:28:20',15000
925,300,'2023-11-03 04:03:33',75000
926,596,'2021-12-01 16:58:48',95000
927,328,'2022-09-29 01:14:41',65000
928,904,'2023-11-29 17:56:48',115000
929,477,'2023-05-18 16:00:32',65000
930,863,'2022-12-03 07:24:54',15000
931,312,'2023-03-25 19:46:52',75000
932,215,'2022-12-24 04:29:52',85000
933,427,'2021-06-28 07:37:19',55000
934,976,'2023-10-11 09:50:28',95000
935,196,'2022-09-05 19:22:48',95000
936,281,'2021-06-28 04:09:44',115000
937,921,'2020-02-22 04:29:21',35000
938,867,'2020-06-09 02:22:34',45000
939,186,'2022-08-30 19:04:46',5000
940,9,'2020-02-24 21:56:58',55000
941,861,'2023-11-29 09:19:03',55000
942,247,'2023-07-28 10:08:49',105000
943,998,'2020-09-05 14:10:04',55000
944,435,'2021-07-19 17:45:18',85000
945,291,'2022-01-13 04:00:00',45000
946,245,'2022-05-07 23:48:09',25000
947,368,'2023-04-04 03:29:07',55000
948,637,'2022-07-22 16:10:57',105000
949,439,'2022-08-10 21:15:03',25000
950,519,'2023-09-03 00:36:48',5000
951,977,'2023-01-19 21:09:10',15000
952,924,'2020-02-07 00:37:33',115000
953,628,'2022-10-11 08:44:10',95000
954,60,'2021-03-07 17:32:39',15000
955,251,'2020-01-22 11:38:18',25000
956,260,'2021-05-20 09:57:35',75000
957,780,'2023-04-08 07:18:12',15000
958,236,'2020-11-17 20:28:21',15000
959,387,'2023-09-16 07:07:58',105000
960,168,'2021-10-31 00:31:52',35000
961,724,'2023-09-03 00:02:13',75000
962,552,'2020-11-03 21:19:11',95000
963,208,'2023-11-10 13:55:21',65000
964,552,'2021-09-22 07:10:41',85000
965,862,'2023-04-21 16:38:22',35000
966,51,'2023-06-29 03:06:10',5000
967,503,'2021-01-04 19:31:34',75000
968,563,'2022-01-30 05:06:59',75000
969,395,'2021-04-28 19:28:24',105000
970,702,'2021-06-15 07:32:05',105000
971,447,'2021-10-20 03:56:09',25000
972,913,'2020-11-01 02:52:46',105000
973,194,'2023-01-11 19:55:32',115000
974,936,'2023-04-24 06:57:34',25000
975,93,'2021-09-09 05:54:46',15000
976,549,'2022-02-15 17:32:49',75000
977,521,'2021-04-29 03:16:40',95000
978,955,'2022-04-12 22:45:00',65000
979,959,'2023-02-08 09:17:51',55000
980,439,'2022-01-25 15:28:22',105000
981,996,'2023-03-20 03:39:59',95000
982,421,'2022-03-15 23:30:39',55000
983,937,'2021-08-08 06:25:47',25000
984,483,'2023-05-21 15:29:19',105000
985,76,'2023-06-22 08:08:28',5000
986,183,'2022-11-22 12:25:37',65000
987,293,'2021-10-15 23:01:58',85000
988,663,'2021-02-21 18:42:53',105000
989,419,'2020-02-19 18:06:42',85000
990,898,'2020-11-18 09:57:31',95000
991,344,'2023-08-23 07:49:25',25000
992,149,'2020-11-27 13:18:13',55000
993,125,'2023-04-08 14:47:11',15000
994,855,'2021-09-12 14:02:01',55000
995,77,'2021-02-22 11:08:33',5000
996,656,'2022-08-22 09:54:51',105000
997,796,'2020-06-26 08:15:42',5000
998,600,'2022-01-03 02:40:34',35000
999,8,'2021-04-20 17:43:32',45000
1000,625,'2022-10-07 02:15:09',25000
