product_id,product_name,price
P-689,Perum Laksita Astuti,8355
P-690,Perum Prayoga Santoso,2876
P-691,PD Mayasari,1520
P-692,Perum Dabukke Budiyanto Tbk,1
P-693,PT Halim Tbk,1176
P-694,Perum Yuniar Tbk,8892
P-695,Perum Prasetya Nuraini,194
P-696,PT Nasyidah Sihombing,9824
P-697,PD Hasanah Rajasa (Persero) Tbk,9208
P-698,CV Natsir Irawan,6598
P-699,CV Permadi Simanjuntak,1653
P-700,UD Susanti Widiastuti (Persero) Tbk,392
P-701,PD Pratama Agustina (Persero) Tbk,3694
P-702,Perum Wibowo Lestari (Persero) Tbk,6531
P-703,PT Gunarto Megantara (Persero) Tbk,7600
P-704,CV Novitasari,679
P-705,UD Situmorang Purnawati,6183
P-706,PT Puspita (Persero) Tbk,3787
P-707,PD Agustina Gunawan,247
P-708,UD Hidayat Maulana,6961
P-709,PD Prayoga Halimah,7999
P-710,PT Wahyudin,3752
P-711,UD Fujiati,4712
P-712,PT Permadi,4636
P-713,UD Sinaga,7212
P-714,PD Yolanda Tbk,5912
P-715,Perum Utama (Persero) Tbk,653
P-716,UD Winarsih,4673
P-717,UD Pranowo,3248
P-718,PT Simanjuntak Nuraini (Persero) Tbk,4041
P-719,Perum Wibowo Prakasa,3687
P-720,UD Megantara (Persero) Tbk,4719
P-721,PD Lazuardi,669
P-722,PD Yuliarti Padmasari,1110
P-723,PD Marpaung Santoso,5615
P-724,UD Fujiati Wijayanti (Persero) Tbk,3078
P-725,UD Halimah Wasita,7737
P-726,PT Rajata (Persero) Tbk,6987
P-727,PT Rahayu Tbk,9078
P-728,PD Kuswoyo (Persero) Tbk,8996
P-729,PT Uyainah (Persero) Tbk,4144
P-730,UD Ardianto Tbk,4560
P-731,PD Agustina,1812
P-732,UD Thamrin,4745
P-733,PT Wijayanti Saragih,2982
P-734,Perum Winarno Pangestu Tbk,3750
P-735,UD Maheswara Yulianti,9735
P-736,UD Adriansyah Tbk,5893
P-737,PD Rahmawati Hutasoit,9638
P-738,UD Safitri,5831
P-739,CV Halimah Utama (Persero) Tbk,2271
P-740,PT Laksmiwati Prastuti (Persero) Tbk,3822
P-741,UD Hutagalung Kurniawan Tbk,6372
P-742,Perum Lailasari Yuniar (Persero) Tbk,6152
P-743,PT Mardhiyah Rajata,9243
P-744,PT Wasita Pertiwi Tbk,5481
P-745,PD Tarihoran,4516
P-746,Perum Prabowo Padmasari Tbk,6156
P-747,UD Gunarto Laksita (Persero) Tbk,8083
P-748,PT Puspasari Sihotang,6515
P-749,CV Laksmiwati Samosir,7967
P-750,PT Hidayat (Persero) Tbk,9668
P-751,UD Lailasari Thamrin,517
P-752,UD Simanjuntak,1139
P-753,PD Pradipta,178
P-754,UD Prastuti (Persero) Tbk,179
P-755,CV Mandasari,3461
P-756,PT Wastuti,7441
P-757,UD Pratama Siregar Tbk,2817
P-758,CV Mansur (Persero) Tbk,7036
P-759,Perum Sihombing Tbk,306
P-760,PT Iswahyudi (Persero) Tbk,8217
P-761,UD Puspasari,6021
P-762,UD Narpati,2498
P-763,PT Astuti Mangunsong,168
P-764,UD Yulianti (Persero) Tbk,3082
P-765,Perum Pradana,8903
P-766,PT Januar Tbk,52
P-767,PT Mansur,9312
P-768,PD Pratama Siregar,7498
P-769,Perum Yulianti Laksmiwati Tbk,2973
P-770,PT Mansur Firgantoro,9402
P-771,Perum Puspasari Mangunsong Tbk,1459
P-772,UD Wasita Tamba,5609
P-773,Perum Dabukke Tbk,1177
P-774,PT Manullang (Persero) Tbk,1827
P-775,UD Yolanda,5291
P-776,PD Irawan Tbk,4390
P-777,PD Hakim Halim (Persero) Tbk,4057
P-778,Perum Hutapea Natsir Tbk,4418
P-779,Perum Zulaika Santoso Tbk,9828
P-780,PD Gunawan,113
P-781,PD Thamrin Dongoran Tbk,7042
P-782,PT Puspasari,752
P-783,Perum Kuswoyo (Persero) Tbk,2798
P-784,Perum Sudiati Saragih,5175
P-785,PD Habibi (Persero) Tbk,4873
P-786,UD Adriansyah Palastri,3676
P-787,Perum Prasetyo Tbk,3541
P-788,PD Sinaga,4917
P-789,CV Gunawan Nashiruddin,4930
P-790,PT Natsir Usada,8619
P-791,UD Sirait Hutapea Tbk,2300
P-792,Perum Sihotang,8499
P-793,PD Novitasari Tbk,4605
P-794,UD Napitupulu,7290
P-795,CV Gunawan Tbk,8863
P-796,UD Jailani Halimah (Persero) Tbk,2219
P-797,Perum Anggriawan Manullang (Persero) Tbk,335
P-798,PD Damanik (Persero) Tbk,789
P-799,PT Handayani Laksmiwati,396
P-800,PT Najmudin Yulianti (Persero) Tbk,2621
P-801,Perum Hasanah (Persero) Tbk,9188
P-802,Perum Purnawati,6915
P-803,CV Habibi Tbk,2814
P-804,PD Marbun Astuti,5123
P-805,PD Maryadi,1830
P-806,CV Pradana Suryono Tbk,4261
P-807,Perum Hassanah,599
P-808,PD Nuraini Haryanti,1555
P-809,UD Prayoga,2215
P-810,PT Agustina (Persero) Tbk,8535
P-811,PD Wastuti Tbk,3132
P-812,Perum Tampubolon,7903
P-813,PT Safitri Namaga,6859
P-814,UD Anggraini (Persero) Tbk,6682
P-815,CV Prasasta (Persero) Tbk,7416
P-816,CV Thamrin Narpati,1818
P-817,PD Prasasta,219
P-818,Perum Saptono Mayasari Tbk,9938
P-819,CV Wahyuni Purwanti,4721
P-820,PD Nainggolan Tbk,1932
P-821,CV Permata,3518
P-822,Perum Halim,1876
P-823,CV Widodo Nasyiah (Persero) Tbk,3141
P-824,UD Pradipta Nashiruddin,6430
P-825,UD Maulana (Persero) Tbk,5821
P-826,UD Wasita Tbk,8828
P-827,PD Siregar,8755
P-828,Perum Widiastuti Hakim (Persero) Tbk,8532
P-829,PT Wahyudin Hutasoit Tbk,6815
P-830,Perum Wacana Hutagalung (Persero) Tbk,7403
P-831,PT Mandasari Santoso,286
P-832,Perum Handayani,944
P-833,Perum Mayasari,1923
P-834,Perum Nugroho (Persero) Tbk,1187
P-835,CV Kuswoyo Winarno (Persero) Tbk,4615
P-836,PT Januar (Persero) Tbk,9023
P-837,PD Zulaika Wacana,1619
P-838,Perum Sitorus (Persero) Tbk,4363
P-839,PT Mustofa Tbk,7265
P-840,PT Damanik Tbk,6603
P-841,PD Prasetyo Nasyiah,873
P-842,UD Pradana Lailasari Tbk,3026
P-843,PT Prasetya (Persero) Tbk,142
P-844,PT Wijayanti,7110
P-845,UD Winarno (Persero) Tbk,7721
P-846,PT Yulianti Rajata,435
P-847,PT Situmorang Rajata Tbk,9708
P-848,UD Utama Widiastuti Tbk,2764
P-849,CV Prayoga (Persero) Tbk,1115
P-850,PD Zulaika Tbk,6864
P-851,Perum Farida Uyainah,8773
P-852,PT Hutagalung Haryanti (Persero) Tbk,1569
P-853,Perum Permadi (Persero) Tbk,726
P-854,Perum Wijaya,4797
P-855,Perum Mandala Handayani (Persero) Tbk,9629
P-856,Perum Utami Habibi (Persero) Tbk,311
P-857,PD Tamba Saputra (Persero) Tbk,3048
P-858,CV Natsir (Persero) Tbk,7616
P-859,PT Hutagalung Sitorus Tbk,2818
P-860,CV Usamah Ramadan Tbk,1506
P-861,Perum Safitri,526
P-862,PD Prasasta (Persero) Tbk,4863
P-863,CV Prasetya Yuliarti (Persero) Tbk,1907
P-864,UD Wahyuni Nashiruddin Tbk,8520
P-865,CV Hassanah Situmorang,2513
P-866,CV Widodo,3672
P-867,UD Rajata,2054
P-868,PT Siregar (Persero) Tbk,7349
P-869,CV Tampubolon,7406
P-870,UD Prakasa (Persero) Tbk,6442
P-871,PT Anggraini,7866
P-872,PD Kusmawati (Persero) Tbk,550
P-873,CV Susanti Kusumo Tbk,5486
P-874,Perum Nurdiyanti (Persero) Tbk,6221
P-875,Perum Nuraini Padmasari,1336
P-876,CV Lailasari Yulianti Tbk,5854
P-877,UD Waskita,1327
P-878,PT Uwais Tbk,6909
P-879,PT Irawan Sihotang,9424
P-880,PD Megantara Tbk,7174
P-881,UD Hutasoit Halim Tbk,2789
P-882,PD Wacana,9561
P-883,PD Pratama Pradana Tbk,9199
P-884,UD Uyainah Hutagalung (Persero) Tbk,1196
P-885,Perum Utama,529
P-886,CV Gunawan Pranowo (Persero) Tbk,9769
P-887,Perum Firmansyah,6391
P-888,PD Rahimah Zulaika,4706
P-889,PD Suartini Siregar Tbk,5295
P-890,PD Yuliarti Rahayu Tbk,7977
P-891,PD Latupono,7176
P-892,Perum Saptono Wahyudin,3944
P-893,PD Anggraini Kuswoyo Tbk,9297
P-894,UD Sitompul Hidayat,9303
P-895,CV Prasasta,7603
P-896,PT Salahudin Firmansyah (Persero) Tbk,592
P-897,CV Prasetyo Saragih Tbk,9110
P-898,PD Prasasta Fujiati (Persero) Tbk,2945
P-899,Perum Suwarno (Persero) Tbk,1601
P-900,PT Usada Prayoga (Persero) Tbk,1690
P-901,UD Winarsih,4744
P-902,CV Nainggolan Pratama,7619
P-903,PT Pudjiastuti,9071
P-904,Perum Usamah Tbk,7806
P-905,PD Zulkarnain,5303
P-906,CV Widiastuti,6453
P-907,UD Haryanti,6057
P-908,PD Laksmiwati Wulandari Tbk,5859
P-909,CV Permata Yuliarti,4738
P-910,CV Ramadan,9419
P-911,PD Mayasari Maryadi (Persero) Tbk,5227
P-912,Perum Kusumo,4367
P-913,PD Melani Suartini (Persero) Tbk,2794
P-914,PD Kuswoyo Tbk,733
P-915,PT Mahendra Yolanda,408
P-916,PT Saptono Pertiwi Tbk,8039
P-917,Perum Hartati Megantara,7653
P-918,CV Pratiwi (Persero) Tbk,8875
P-919,Perum Hutasoit Tarihoran (Persero) Tbk,177
P-920,UD Anggriawan Nashiruddin,9993
P-921,PT Widodo Damanik,4109
P-922,UD Pradipta (Persero) Tbk,8437
P-923,Perum Nasyiah Novitasari (Persero) Tbk,603
P-924,Perum Riyanti Fujiati,3288
P-925,Perum Suwarno Zulaika,1773
P-926,PT Nababan,785
P-927,Perum Hastuti Saragih Tbk,1115
P-928,CV Jailani (Persero) Tbk,1085
P-929,UD Usamah (Persero) Tbk,7169
P-930,CV Purnawati Utama (Persero) Tbk,6742
P-931,Perum Susanti (Persero) Tbk,3037
P-932,Perum Marpaung,7869
P-933,CV Wacana Napitupulu,9487
P-934,PD Yuliarti (Persero) Tbk,1112
P-935,PT Farida Sihombing Tbk,4565
P-936,PD Rahmawati Kusmawati,8771
P-937,Perum Sihombing (Persero) Tbk,9997
P-938,CV Saptono Ramadan,1320
P-939,PD Tamba,3992
P-940,CV Susanti,9682
P-941,PD Tarihoran Tbk,375
P-942,PT Oktaviani (Persero) Tbk,6213
P-943,PD Siregar Maryati,9464
P-944,PD Saptono (Persero) Tbk,7952
P-945,PT Sihombing Tbk,2490
P-946,CV Halim Safitri,3156
P-947,PD Novitasari,8874
P-948,CV Andriani Wahyuni Tbk,9272
P-949,PD Fujiati Tbk,7993
P-950,CV Wijaya Tbk,5124
P-951,CV Habibi,7850
P-952,UD Sitorus Nugroho Tbk,5010
P-953,CV Wibisono Prakasa Tbk,7398
P-954,CV Waskita Laksita,4960
P-955,CV Tampubolon,3562
P-956,PT Santoso Tbk,4547
P-957,CV Rahmawati Maheswara,6564
P-958,PT Waluyo Sihotang Tbk,2506
P-959,Perum Padmasari,7686
P-960,UD Tamba Haryanto,4434
P-961,PT Suartini Prabowo,890
P-962,UD Andriani Dongoran,874
P-963,PD Marbun Melani (Persero) Tbk,44
P-964,PT Puspasari Usada (Persero) Tbk,7368
P-965,PD Mayasari,5700
P-966,Perum Uwais Wasita,6067
P-967,PT Zulkarnain,2479
P-968,PD Haryanti Winarsih Tbk,8020
P-969,Perum Mardhiyah Hakim (Persero) Tbk,6333
P-970,UD Mustofa Utama Tbk,6780
P-971,PD Melani Mayasari,9656
P-972,UD Saptono Tbk,4946
P-973,Perum Saputra (Persero) Tbk,22
P-974,PD Wahyudin Tbk,6191
P-975,UD Prastuti Riyanti (Persero) Tbk,5794
P-976,Perum Hardiansyah Lestari (Persero) Tbk,768
P-977,UD Natsir Tbk,4503
P-978,Perum Wibowo Mahendra Tbk,1790
P-979,PT Yuniar Tbk,2468
P-980,CV Maryati Pratama,1937
P-981,Perum Widodo Andriani (Persero) Tbk,4887
P-982,UD Rahayu (Persero) Tbk,2795
P-983,CV Zulaika,2775
P-984,UD Zulkarnain (Persero) Tbk,2343
P-985,PT Gunawan Tbk,1120
P-986,UD Simanjuntak,2892
P-987,PT Wijaya Najmudin,6844
P-988,UD Prasasta (Persero) Tbk,842
P-989,Perum Pertiwi Puspasari Tbk,7773
P-990,PT Hutapea,649
P-991,Perum Nashiruddin Nasyiah Tbk,3688
P-992,PD Sitorus Halimah Tbk,6343
P-993,CV Agustina,5720
P-994,PT Padmasari Mandasari,6048
P-995,Perum Maryadi Tbk,7802
P-996,PD Haryanto Tbk,1730
P-997,CV Sirait,5749
P-998,PT Melani,855
P-999,CV Nasyidah (Persero) Tbk,8968
